					
	---------------------------------				
	2522 GROUPS FOR RULE COMBINATION: V-at --> N-ání, V-ovat --> N-ování				
					
	absolvovat	absolvování	V-at --> N-ání		LINK ALREADY PRESENT
	absolvovat	absolvování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	absorbovat	absorbování	V-at --> N-ání		LINK ALREADY PRESENT
	absorbovat	absorbování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	abstrahovat	abstrahování	V-at --> N-ání		LINK ALREADY PRESENT
	abstrahovat	abstrahování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	adaptovat	adaptování	V-at --> N-ání		LINK ALREADY PRESENT
	adaptovat	adaptování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	adjustovat	adjustování	V-at --> N-ání		LINK ALREADY PRESENT
	adjustovat	adjustování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	administrovat	administrování	V-at --> N-ání		LINK ALREADY PRESENT
	administrovat	administrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	adoptovat	adoptování	V-at --> N-ání		LINK ALREADY PRESENT
	adoptovat	adoptování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	adresovat	adresování	V-at --> N-ání		LINK ALREADY PRESENT
	adresovat	adresování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	agitovat	agitování	V-at --> N-ání		LINK ALREADY PRESENT
	agitovat	agitování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aglomerovat	aglomerování	V-at --> N-ání		LINK ALREADY PRESENT
	aglomerovat	aglomerování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	agregovat	agregování	V-at --> N-ání		LINK ALREADY PRESENT
	agregovat	agregování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	akcentovat	akcentování	V-at --> N-ání		LINK ALREADY PRESENT
	akcentovat	akcentování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	akceptovat	akceptování	V-at --> N-ání		LINK ALREADY PRESENT
	akceptovat	akceptování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	akreditovat	akreditování	V-at --> N-ání		LINK ALREADY PRESENT
	akreditovat	akreditování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aktivizovat	aktivizování	V-at --> N-ání		LINK ALREADY PRESENT
	aktivizovat	aktivizování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aktivovat	aktivování	V-at --> N-ání		LINK ALREADY PRESENT
	aktivovat	aktivování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aktualizovat	aktualizování	V-at --> N-ání		LINK ALREADY PRESENT
	aktualizovat	aktualizování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	akumulovat	akumulování	V-at --> N-ání		LINK ALREADY PRESENT
	akumulovat	akumulování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	alokovat	alokování	V-at --> N-ání		LINK ALREADY PRESENT
	alokovat	alokování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	analyzovat	analyzování	V-at --> N-ání		
	analyzovat	analyzování	V-at --> N-ání		LINK ALREADY PRESENT
	analyzovat	analyzování	V-ovat --> N-ování		
	analyzovat	analyzování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	angažovat	angažování	V-at --> N-ání		LINK ALREADY PRESENT
	angažovat	angažování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	animovat	animování	V-at --> N-ání		LINK ALREADY PRESENT
	animovat	animování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	antedatovat	antedatování	V-at --> N-ání		
	antedatovat	antedatování	V-at --> N-ání		LINK ALREADY PRESENT
	antedatovat	antedatování	V-ovat --> N-ování		
	antedatovat	antedatování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	anticipovat	anticipování	V-at --> N-ání		LINK ALREADY PRESENT
	anticipovat	anticipování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	anulovat	anulování	V-at --> N-ání		LINK ALREADY PRESENT
	anulovat	anulování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	apelovat	apelování	V-at --> N-ání		LINK ALREADY PRESENT
	apelovat	apelování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aplikovat	aplikování	V-at --> N-ání		LINK ALREADY PRESENT
	aplikovat	aplikování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aportovat	aportování	V-at --> N-ání		LINK ALREADY PRESENT
	aportovat	aportování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	apretovat	apretování	V-at --> N-ání		LINK ALREADY PRESENT
	apretovat	apretování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aranžovat	aranžování	V-at --> N-ání		LINK ALREADY PRESENT
	aranžovat	aranžování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	archivovat	archivování	V-at --> N-ání		LINK ALREADY PRESENT
	archivovat	archivování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	argumentovat	argumentování	V-at --> N-ání		LINK ALREADY PRESENT
	argumentovat	argumentování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	armovat	armování	V-at --> N-ání		LINK ALREADY PRESENT
	armovat	armování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	aromatizovat	aromatizování	V-at --> N-ání		LINK ALREADY PRESENT
	aromatizovat	aromatizování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	asanovat	asanování	V-at --> N-ání		LINK ALREADY PRESENT
	asanovat	asanování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	asfaltovat	asfaltování	V-at --> N-ání		LINK ALREADY PRESENT
	asfaltovat	asfaltování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	asistovat	asistování	V-at --> N-ání		LINK ALREADY PRESENT
	asistovat	asistování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	auditovat	auditování	V-at --> N-ání		LINK ALREADY PRESENT
	auditovat	auditování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	autoklávovat	autoklávování	V-at --> N-ání		LINK ALREADY PRESENT
	autoklávovat	autoklávování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	autorizovat	autorizování	V-at --> N-ání		LINK ALREADY PRESENT
	autorizovat	autorizování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bagatelizovat	bagatelizování	V-at --> N-ání		LINK ALREADY PRESENT
	bagatelizovat	bagatelizování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bagrovat	bagrování	V-at --> N-ání		LINK ALREADY PRESENT
	bagrovat	bagrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	balancovat	balancování	V-at --> N-ání		LINK ALREADY PRESENT
	balancovat	balancování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	balzamovat	balzamování	V-at --> N-ání		LINK ALREADY PRESENT
	balzamovat	balzamování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bandážovat	bandážování	V-at --> N-ání		LINK ALREADY PRESENT
	bandážovat	bandážování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	betonovat	betonování	V-at --> N-ání		LINK ALREADY PRESENT
	betonovat	betonování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	biflovat	biflování	V-at --> N-ání		LINK ALREADY PRESENT
	biflovat	biflování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bilancovat	bilancování	V-at --> N-ání		LINK ALREADY PRESENT
	bilancovat	bilancování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bičovat	bičování	V-at --> N-ání		LINK ALREADY PRESENT
	bičovat	bičování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	biřmovat	biřmování	V-at --> N-ání		LINK ALREADY PRESENT
	biřmovat	biřmování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	blafovat	blafování	V-at --> N-ání		LINK ALREADY PRESENT
	blafovat	blafování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	blokovat	blokování	V-at --> N-ání		LINK ALREADY PRESENT
	blokovat	blokování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	blufovat	blufování	V-at --> N-ání		LINK ALREADY PRESENT
	blufovat	blufování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bodovat	bodování	V-at --> N-ání		LINK ALREADY PRESENT
	bodovat	bodování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bojkotovat	bojkotování	V-at --> N-ání		LINK ALREADY PRESENT
	bojkotovat	bojkotování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bojovat	bojování	V-at --> N-ání		LINK ALREADY PRESENT
	bojovat	bojování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bombardovat	bombardování	V-at --> N-ání		LINK ALREADY PRESENT
	bombardovat	bombardování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bonzovat	bonzování	V-at --> N-ání		LINK ALREADY PRESENT
	bonzovat	bonzování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bootovat	bootování	V-at --> N-ání		LINK ALREADY PRESENT
	bootovat	bootování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	boxovat	boxování	V-at --> N-ání		LINK ALREADY PRESENT
	boxovat	boxování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	brakovat	brakování	V-at --> N-ání		LINK ALREADY PRESENT
	brakovat	brakování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bratříčkovat	bratříčkování	V-at --> N-ání		LINK ALREADY PRESENT
	bratříčkovat	bratříčkování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bubnovat	bubnování	V-at --> N-ání		LINK ALREADY PRESENT
	bubnovat	bubnování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bufferovat	bufferování	V-at --> N-ání		LINK ALREADY PRESENT
	bufferovat	bufferování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	burcovat	burcování	V-at --> N-ání		LINK ALREADY PRESENT
	burcovat	burcování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	buzerovat	buzerování	V-at --> N-ání		LINK ALREADY PRESENT
	buzerovat	buzerování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	bědovat	bědování	V-at --> N-ání		LINK ALREADY PRESENT
	bědovat	bědování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cejchovat	cejchování	V-at --> N-ání		LINK ALREADY PRESENT
	cejchovat	cejchování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	celebrovat	celebrování	V-at --> N-ání		LINK ALREADY PRESENT
	celebrovat	celebrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cementovat	cementování	V-at --> N-ání		LINK ALREADY PRESENT
	cementovat	cementování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	centrovat	centrování	V-at --> N-ání		LINK ALREADY PRESENT
	centrovat	centrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cenzurovat	cenzurování	V-at --> N-ání		LINK ALREADY PRESENT
	cenzurovat	cenzurování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cepovat	cepování	V-at --> N-ání		LINK ALREADY PRESENT
	cepovat	cepování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	certifikovat	certifikování	V-at --> N-ání		LINK ALREADY PRESENT
	certifikovat	certifikování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cestovat	cestování	V-at --> N-ání		
	cestovat	cestování	V-at --> N-ání		LINK ALREADY PRESENT
	cestovat	cestování	V-ovat --> N-ování		
	cestovat	cestování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	charakterizovat	charakterizování	V-at --> N-ání		
	charakterizovat	charakterizování	V-at --> N-ání		LINK ALREADY PRESENT
	charakterizovat	charakterizování	V-ovat --> N-ování		
	charakterizovat	charakterizování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	chatovat	chatování	V-at --> N-ání		LINK ALREADY PRESENT
	chatovat	chatování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	chovat	chování	V-at --> N-ání		
	chovat	chování	V-at --> N-ání		LINK ALREADY PRESENT
	chovat	chování	V-ovat --> N-ování		
	chovat	chování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	chybovat	chybování	V-at --> N-ání		LINK ALREADY PRESENT
	chybovat	chybování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	citovat	citování	V-at --> N-ání		LINK ALREADY PRESENT
	citovat	citování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	civilizovat	civilizování	V-at --> N-ání		
	civilizovat	civilizování	V-at --> N-ání		LINK ALREADY PRESENT
	civilizovat	civilizování	V-ovat --> N-ování		
	civilizovat	civilizování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cizelovat	cizelování	V-at --> N-ání		LINK ALREADY PRESENT
	cizelovat	cizelování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cukrovat	cukrování	V-at --> N-ání		LINK ALREADY PRESENT
	cukrovat	cukrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cupovat	cupování	V-at --> N-ání		LINK ALREADY PRESENT
	cupovat	cupování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cyklovat	cyklování	V-at --> N-ání		LINK ALREADY PRESENT
	cyklovat	cyklování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	cévkovat	cévkování	V-at --> N-ání		LINK ALREADY PRESENT
	cévkovat	cévkování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dabovat	dabování	V-at --> N-ání		LINK ALREADY PRESENT
	dabovat	dabování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	darovat	darování	V-at --> N-ání		LINK ALREADY PRESENT
	darovat	darování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	datlovat	datlování	V-at --> N-ání		LINK ALREADY PRESENT
	datlovat	datlování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	datovat	datování	V-at --> N-ání		LINK ALREADY PRESENT
	datovat	datování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	deaktivovat	deaktivování	V-at --> N-ání		LINK ALREADY PRESENT
	deaktivovat	deaktivování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	debatovat	debatování	V-at --> N-ání		LINK ALREADY PRESENT
	debatovat	debatování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	debetovat	debetování	V-at --> N-ání		LINK ALREADY PRESENT
	debetovat	debetování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	debužírovat	debužírování	V-at --> N-ání		LINK ALREADY PRESENT
	debužírovat	debužírování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	decentrovat	decentrování	V-at --> N-ání		LINK ALREADY PRESENT
	decentrovat	decentrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	decimovat	decimování	V-at --> N-ání		LINK ALREADY PRESENT
	decimovat	decimování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	definovat	definování	V-at --> N-ání		LINK ALREADY PRESENT
	definovat	definování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	deformovat	deformování	V-at --> N-ání		LINK ALREADY PRESENT
	deformovat	deformování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	defraudovat	defraudování	V-at --> N-ání		LINK ALREADY PRESENT
	defraudovat	defraudování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	degradovat	degradování	V-at --> N-ání		LINK ALREADY PRESENT
	degradovat	degradování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dehonestovat	dehonestování	V-at --> N-ání		LINK ALREADY PRESENT
	dehonestovat	dehonestování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dehydrovat	dehydrování	V-at --> N-ání		LINK ALREADY PRESENT
	dehydrovat	dehydrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	deklamovat	deklamování	V-at --> N-ání		LINK ALREADY PRESENT
	deklamovat	deklamování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	deklarovat	deklarování	V-at --> N-ání		LINK ALREADY PRESENT
	deklarovat	deklarování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	deklasovat	deklasování	V-at --> N-ání		LINK ALREADY PRESENT
	deklasovat	deklasování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dekomprimovat	dekomprimování	V-at --> N-ání		LINK ALREADY PRESENT
	dekomprimovat	dekomprimování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dekorovat	dekorování	V-at --> N-ání		LINK ALREADY PRESENT
	dekorovat	dekorování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dekódovat	dekódování	V-at --> N-ání		LINK ALREADY PRESENT
	dekódovat	dekódování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	delegovat	delegování	V-at --> N-ání		LINK ALREADY PRESENT
	delegovat	delegování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	demaskovat	demaskování	V-at --> N-ání		LINK ALREADY PRESENT
	demaskovat	demaskování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	demolovat	demolování	V-at --> N-ání		LINK ALREADY PRESENT
	demolovat	demolování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	demonstrovat	demonstrování	V-at --> N-ání		LINK ALREADY PRESENT
	demonstrovat	demonstrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	demontovat	demontování	V-at --> N-ání		LINK ALREADY PRESENT
	demontovat	demontování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	denaturovat	denaturování	V-at --> N-ání		LINK ALREADY PRESENT
	denaturovat	denaturování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	deponovat	deponování	V-at --> N-ání		LINK ALREADY PRESENT
	deponovat	deponování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	derivovat	derivování	V-at --> N-ání		LINK ALREADY PRESENT
	derivovat	derivování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	designovat	designování	V-at --> N-ání		LINK ALREADY PRESENT
	designovat	designování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	destilovat	destilování	V-at --> N-ání		LINK ALREADY PRESENT
	destilovat	destilování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	detašovat	detašování	V-at --> N-ání		LINK ALREADY PRESENT
	detašovat	detašování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	detekovat	detekování	V-at --> N-ání		LINK ALREADY PRESENT
	detekovat	detekování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dezaktivovat	dezaktivování	V-at --> N-ání		LINK ALREADY PRESENT
	dezaktivovat	dezaktivování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dezertovat	dezertování	V-at --> N-ání		
	dezertovat	dezertování	V-at --> N-ání		LINK ALREADY PRESENT
	dezertovat	dezertování	V-ovat --> N-ování		
	dezertovat	dezertování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dezinfikovat	dezinfikování	V-at --> N-ání		LINK ALREADY PRESENT
	dezinfikovat	dezinfikování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dezinformovat	dezinformování	V-at --> N-ání		LINK ALREADY PRESENT
	dezinformovat	dezinformování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dezintegrovat	dezintegrování	V-at --> N-ání		LINK ALREADY PRESENT
	dezintegrovat	dezintegrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dezorientovat	dezorientování	V-at --> N-ání		LINK ALREADY PRESENT
	dezorientovat	dezorientování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dešifrovat	dešifrování	V-at --> N-ání		LINK ALREADY PRESENT
	dešifrovat	dešifrování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	diagnostikovat	diagnostikování	V-at --> N-ání		LINK ALREADY PRESENT
	diagnostikovat	diagnostikování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dialyzovat	dialyzování	V-at --> N-ání		
	dialyzovat	dialyzování	V-ovat --> N-ování		
					
	diferencovat	diferencování	V-at --> N-ání		LINK ALREADY PRESENT
	diferencovat	diferencování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	diktovat	diktování	V-at --> N-ání		LINK ALREADY PRESENT
	diktovat	diktování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dimenzovat	dimenzování	V-at --> N-ání		LINK ALREADY PRESENT
	dimenzovat	dimenzování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dirigovat	dirigování	V-at --> N-ání		LINK ALREADY PRESENT
	dirigovat	dirigování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	diskontovat	diskontování	V-at --> N-ání		LINK ALREADY PRESENT
	diskontovat	diskontování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	diskreditovat	diskreditování	V-at --> N-ání		LINK ALREADY PRESENT
	diskreditovat	diskreditování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	diskriminovat	diskriminování	V-at --> N-ání		LINK ALREADY PRESENT
	diskriminovat	diskriminování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	diskutovat	diskutování	V-at --> N-ání		LINK ALREADY PRESENT
	diskutovat	diskutování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dispergovat	dispergování	V-at --> N-ání		LINK ALREADY PRESENT
	dispergovat	dispergování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	disponovat	disponování	V-at --> N-ání		LINK ALREADY PRESENT
	disponovat	disponování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	distancovat	distancování	V-at --> N-ání		LINK ALREADY PRESENT
	distancovat	distancování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	distribuovat	distribuování	V-at --> N-ání		LINK ALREADY PRESENT
	distribuovat	distribuování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	diverzifikovat	diverzifikování	V-at --> N-ání		LINK ALREADY PRESENT
	diverzifikovat	diverzifikování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dobarvovat	dobarvování	V-at --> N-ání		LINK ALREADY PRESENT
	dobarvovat	dobarvování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dobudovat	dobudování	V-at --> N-ání		LINK ALREADY PRESENT
	dobudovat	dobudování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	doceňovat	doceňování	V-at --> N-ání		LINK ALREADY PRESENT
	doceňovat	doceňování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dochlazovat	dochlazování	V-at --> N-ání		LINK ALREADY PRESENT
	dochlazovat	dochlazování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dochovat	dochování	V-at --> N-ání		LINK ALREADY PRESENT
	dochovat	dochování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dochucovat	dochucování	V-at --> N-ání		LINK ALREADY PRESENT
	dochucovat	dochucování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	docilovat	docilování	V-at --> N-ání		LINK ALREADY PRESENT
	docilovat	docilování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dodržovat	dodržování	V-at --> N-ání		
	dodržovat	dodržování	V-at --> N-ání		LINK ALREADY PRESENT
	dodržovat	dodržování	V-ovat --> N-ování		
	dodržovat	dodržování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dohadovat	dohadování	V-at --> N-ání		LINK ALREADY PRESENT
	dohadovat	dohadování	V-ovat --> N-ování		LINK ALREADY PRESENT
					
	dohazovat	dohazování	V-at --> N-ání		LINK ALREADY PRESENT
