4044082	být	V
734065	mít	V
411376	moci	V
359885	tak	D
358356	rok	N
286815	už	D
280487	jak	D
203726	člověk	N
200381	muset	V
190639	velký	A
189887	chtít	V
180576	říci	V
166890	pak	D
163636	ještě	D
160655	jít	V
151747	vědět	V
148948	také	D
142771	stát	V
137415	nový	A
133678	celý	A
124171	jiný	A
116272	dobrý	A
115261	kde	D
112972	tam	D
112636	dát	V
111726	den	N
108001	doba	N
104530	dítě	N
99270	vidět	V
98617	začít	V
95819	místo	N
94847	malý	A
89653	ruka	N
86580	kdy	D
85940	teď	D
82781	dostat	V
82118	myslet	V
81296	práce	N
79949	svět	N
79801	strana	N
78308	vysoký	A
75881	čas	N
75480	dělat	V
75329	žena	N
74062	muž	N
72426	třeba	D
72080	hlava	N
71288	velmi	D
70807	oko	N
70241	město	N
69518	starý	A
68611	cesta	N
67727	právě	D
67073	tu	D
64372	dům	N
64168	proto	D
63933	věc	N
62399	voda	N
60726	již	D
60724	brzy	D
60571	část	N
58435	chvíle	N
58224	systém	N
56936	proč	D
56758	hodina	N
55329	tady	D
54875	lze	V
54787	nechat	V
54415	problém	N
52219	cena	N
51872	rád	A
50694	řada	N
50466	škola	N
50450	konec	N
49537	hrát	V
49113	firma	N
48961	mladý	A
48517	různý	A
48386	čekat	V
48180	mluvit	V
47310	dlouhý	A
46240	jediný	A
46132	vrátit	V
46083	zase	D
45557	vypadat	V
45414	koruna	N
44928	vzít	V
44727	patřit	V
43294	dveře	N
43036	vést	V
42059	moc	D
42030	oblast	N
41657	potřebovat	V
41494	stejný	A
41204	pozdě	D
41189	milión	N
40762	žít	V
40743	znát	V
40411	tělo	N
40005	stát	N
39619	kniha	N
39589	skupina	N
39416	znovu	D
39406	navíc	D
39322	cítit	V
38344	otec	N
38210	ostatní	A
38120	měsíc	N
37298	především	D
37178	získat	V
37123	matka	N
36871	jednou	D
36849	hned	D
36644	dále	D
36437	jméno	N
36406	projekt	N
36326	znamenat	V
36111	zde	D
35836	auto	N
34845	příliš	D
34792	slyšet	V
34570	nyní	D
34447	co	D
34394	téměř	D
33788	noc	N
33742	síla	N
33725	dost	D
33693	noha	N
33630	program	N
33612	sice	D
33403	rozhodnout	V
33265	hlas	N
32921	film	N
32882	minuta	N
32872	pořád	D
32068	přitom	D
32032	pravda	N
31802	existovat	V
31672	vždy	D
31493	sedět	V
31387	přímo	D
31279	druh	N
31247	jistý	A
31108	stačit	V
30718	potom	D
30697	bílý	A
30657	tehdy	D
30642	plný	A
30445	špatný	A
30315	procento	N
29975	zdát	V
29884	ulice	N
29847	typ	N
29197	černý	A
29070	okno	N
28924	směr	N
28846	zatím	D
28533	platit	V
28531	otevřít	V
28480	spolu	D
28251	stůl	N
28140	opět	D
28114	pán	N
27971	tým	N
27515	trh	N
27487	kraj	N
26822	jednat	V
26478	pan	N
26305	těžký	A
26305	zápas	N
26224	psát	V
26017	držet	V
26005	jet	V
25950	nízký	A
25935	hledat	V
25895	válka	N
25823	cíl	N
25804	dívat	V
25499	pokoj	N
25033	osoba	N
24857	barva	N
24607	základ	N
24296	působit	V
24209	číslo	N
24196	role	N
23959	zdroj	N
23951	nabízet	V
23828	energie	N
23791	krok	N
23769	sociální	A
23697	metr	N
23621	kolo	N
23493	centrum	N
23277	člen	N
23057	kam	D
23052	akce	N
22837	obraz	N
22807	forma	N
22697	mnohem	D
22553	přítel	N
22537	obec	N
22476	proces	N
22441	skoro	D
21952	trvat	V
21939	syn	N
21924	materiál	N
21649	poté	D
21618	vlas	N
21525	sem	D
21519	bůh	N
21495	tvořit	V
21299	model	N
21238	věnovat	V
21190	srdce	N
21065	autor	N
21030	láska	N
20977	dílo	N
20866	strom	N
20802	rád	D
20798	příběh	N
20617	jednoduchý	AC
20578	společný	A
20459	klub	N
20281	domů	D
20245	tisíc	N
20225	vzduch	N
20180	úřad	N
19596	okamžik	NC
19535	teprve	D
19422	síť	N
19375	plán	N
19310	rameno	N
19280	úroveň	N
19260	bát	V
19243	jazyk	N
19225	pole	N
19077	krátký	A
19060	miliarda	N
18985	les	N
18957	najednou	D
18901	pravý	A
18889	prezident	N
18775	číst	V
18716	policie	N
18698	pes	N
18689	soutěž	N
18689	věk	N
18632	široký	A
18543	prst	N
18462	smět	V
18398	půl	N
18386	text	N
18327	postup	N
18307	téma	N
18191	ptát	V
18107	telefon	NC
18035	plocha	N
18034	koupit	V
18023	fungovat	V
17921	včera	D
17814	blízký	A
17695	rovněž	D
17465	krev	N
17413	stěna	N
17391	rada	N
17302	červený	A
17250	slunce	N
17112	manžel	N
16941	příští	A
16911	příjemný	A
16873	kvalita	N
16818	rychlý	A
16734	datum	N
16725	dosud	D
16711	tvar	N
16709	takhle	D
16527	zrovna	D
16461	hvězda	N
16457	bratr	N
16386	duch	N
16352	pacient	N
16304	kluk	N
16219	měnit	V
16192	politika	N
16180	prostředek	N
16154	strach	N
16050	péče	N
16047	dcera	N
16016	řešit	V
15933	pustit	V
15881	zelený	A
15796	záda	N
15784	ministr	N
15773	mrtvý	A
15760	metoda	N
15684	poslat	V
15616	přát	V
15615	večer	D
15567	hora	N
15496	list	N
15480	mnohý	A
15388	ráno	D
15342	šance	N
15331	zeď	N
15249	šéf	N
15243	provoz	N
15240	úkol	N
15171	prosit	V
15116	kámen	N
15085	sloužit	V
15048	látka	N
14955	banka	N
14942	hodit	V
14912	technologie	NC
14820	docela	D
14783	kuchyně	N
14767	doufat	V
14688	spát	V
14652	znít	V
14566	boj	N
14553	předtím	D
14538	host	N
14419	uvědomit	V
14412	historie	N
14395	sen	N
14348	fotografie	NC
14291	dít	V
14280	loď	N
14187	moře	N
14160	proud	N
14100	víno	N
14077	bavit	V
14009	příležitost	N
13977	pozice	N
13912	chovat	V
13911	konkrétní	A
13867	čelo	N
13853	týkat	V
13806	máma	N
13806	půda	N
13782	papír	N
13721	řeka	N
13711	trenér	N
13657	večer	N
13645	chybět	V
13625	předmět	N
13611	univerzita	N
13600	stroj	N
13573	kůň	N
13534	příroda	N
13509	podstata	N
13432	rozvoj	N
13410	televize	NC
13370	objekt	N
13364	připomínat	V
13275	kůže	N
13211	vloni	D
13207	desítka	N
13204	mezinárodní	AC
13201	ven	D
13198	tentokrát	DC
13124	vlna	N
13116	zvuk	N
13090	léto	N
13022	táta	N
12988	nést	V
12981	deska	N
12951	dolů	D
12935	vrstva	N
12903	kilometr	NC
12896	sto	N
12871	modrý	A
12867	kamarád	N
12832	čistý	A
12830	chuť	N
12828	doktor	N
12774	těšit	V
12740	vzpomínat	V
12695	štěstí	N
12693	mluvčí	N
12641	růst	V
12586	žák	N
12528	zlatý	A
12520	kontrola	N
12508	styl	N
12445	klient	N
12442	škoda	N
12390	pouhý	A
12388	ústa	N
12376	důsledek	N
12350	teorie	N
12344	verze	N
12344	bydlet	V
12334	pokusit	V
12321	kolega	N
12310	bohatý	A
12286	tlak	N
12263	soubor	N
12256	klid	N
12215	kapitola	N
12166	chystat	V
12103	kancelář	N
12080	muzeum	N
12051	probíhat	V
11945	snaha	N
11819	scéna	N
11783	liga	N
11781	září	N
11715	vítr	N
11677	pevný	A
11669	duše	N
11660	partner	N
11648	produkt	N
11643	technika	N
11643	struktura	N
11641	zima	N
11625	volat	V
11604	zavřít	V
11591	dolar	N
11525	park	N
11497	kostel	N
11414	předseda	N
11411	určit	V
11406	pryč	D
11392	drahý	A
11392	vznikat	V
11375	svatý	A
11369	gól	N
11353	kategorie	N
11343	všude	D
11332	maso	N
11331	učit	V
11302	ucho	N
11286	cizí	A
11248	střecha	N
11213	obr	N
11211	zkusit	V
11166	internet	NC
11158	řídit	V
11146	takto	D
11142	krk	N
11077	krize	N
11072	hotel	N
11068	prázdný	A
11065	motor	N
11058	praxe	N
11044	předchozí	A
11022	bránit	V
11015	režim	N
10966	tušit	V
10964	sport	N
10959	karta	N
10899	mozek	N
10891	smát	V
10828	titul	N
10805	ret	N
10798	nejprve	D
10792	zbraň	N
10727	sobota	N
10713	dokument	N
10694	paměť	N
10687	správa	N
10648	král	N
10638	časopis	NC
10635	stopa	N
10568	horní	A
10566	kontakt	N
10528	soukromý	A
10500	zpět	D
10418	šaty	N
10417	riziko	N
10407	tolik	D
10402	běžet	V
10397	analýza	N
10395	konat	V
10362	lehký	A
10318	vadit	V
10294	svoboda	N
10250	zub	N
10239	zdravý	A
10222	opakovat	V
10205	rána	N
10200	stín	N
10188	osud	N
10175	bota	N
10081	elektrický	A
10081	plyn	N
10045	snadný	A
10045	nalézt	V
9991	euro	N
9954	dřevo	N
9952	princip	N
9902	armáda	N
9893	fond	N
9870	útok	N
9819	milimetr	NC
9705	seznam	N
9676	ostrov	N
9621	fáze	N
9588	hezký	A
9569	most	N
9559	příčina	N
9541	věta	N
9534	chlap	N
9531	tma	N
9509	přední	A
9469	účel	N
9443	čin	N
9427	tvrdý	A
9425	jíst	V
9391	slabý	A
9354	nebe	N
9292	sníh	N
9265	židle	N
9239	oběť	N
9226	přesný	A
9222	těžko	D
9214	nedostatek	N
9159	poněkud	D
9134	obvyklý	A
9101	dařit	V
9063	přičemž	D
8999	trest	N
8991	test	N
8986	daň	N
8979	atmosféra	N
8971	koncert	N
8971	dlaň	N
8962	sklo	N
8954	loňský	A
8940	ryba	N
8921	médium	N
8879	sotva	D
8878	překvapit	V
8865	orgán	N
8851	buňka	N
8849	dráha	N
8834	pěkný	A
8830	komise	N
8817	teplý	A
8811	viz	V
8771	nahoru	DC
8734	pít	V
8721	navštívit	V
8709	region	N
8702	kapsa	N
8624	listopad	NC
8615	křídlo	N
8611	díl	N
8605	starat	V
8581	roh	N
8546	oheň	N
8530	varianta	N
8515	levý	A
8503	potíž	N
8501	soupeř	N
8449	festival	N
8413	žádat	V
8366	pozemek	N
8339	aktivní	A
8324	alkohol	N
8298	brána	N
8297	objem	N
8287	kočka	N
8259	koleno	N
8248	nos	N
8240	kariéra	N
8226	víkend	N
8217	žlutý	A
8200	román	N
8192	víra	N
8144	areál	N
8130	touha	N
8122	lék	N
8107	olej	N
8101	trpět	V
8099	bok	N
8055	jemný	A
7994	zpívat	V
7976	led	N
7961	tábor	N
7953	déšť	N
7949	potřeba	D
7933	vůně	N
7920	termín	N
7916	chránit	V
7901	fotbal	N
7879	vesmír	N
7867	paže	N
7858	častý	A
7854	břeh	N
7848	klást	V
7838	tón	N
7834	káva	N
7830	prosinec	N
7814	agentura	N
7786	smích	N
7774	manažer	N
7758	kost	N
7738	patro	N
7730	čerstvý	A
7720	zboží	N
7712	zítra	D
7710	autobus	NC
7705	charakter	N
7688	ostrý	A
7685	hotový	A
7680	vzájemný	A
7601	reálný	A
7592	církev	N
7581	též	D
7580	pokaždé	D
7579	domnívat	V
7577	faktor	N
7577	mapa	N
7565	spočívat	V
7563	studovat	V
7546	pták	N
7532	účinek	N
7498	lišit	V
7490	aktuální	A
7482	hmota	N
7448	levný	A
7429	informovat	V
7428	hledět	V
7427	únor	N
7399	milý	A
7392	instituce	N
7370	adresa	N
7346	původ	N
7339	vůle	N
7334	zas	D
7320	odmítat	V
7318	předpoklad	N
7299	pátek	N
7297	obvod	N
7291	vteřina	N
7279	účet	N
7262	spor	N
7230	kruh	N
7193	takzvaný	A
7184	mléko	N
7183	krása	N
7171	pozitivní	A
7155	zlý	A
7152	kapitán	N
7144	chytit	V
7141	dávný	A
7139	finance	N
7122	fyzický	A
7119	unie	N
7093	samostatný	AC
7087	studený	A
7083	pozdní	A
7076	křeslo	N
7075	série	N
7061	viset	V
7060	hala	N
7060	slza	N
7050	tráva	N
7014	nárok	N
6996	pozor	N
6981	kurs	N
6974	odkud	D
6966	stanovit	V
6955	kapela	N
6930	dlouhodobý	AC
6928	sál	N
6919	detail	N
6918	tichý	A
6903	jinde	D
6902	vítěz	N
6892	přítomný	A
6876	trať	N
6872	fakulta	N
6868	dno	N
6862	horký	A
