ROOTWORD3	absence	ecnesba	absenc e	?	
ROOTWORD3	absurdní	índrusba	absurd n í		
ROOTWORD3	áčko	okčá	á čk o		
ROOTWORD3	adéla	aléda	adél a		
ROOTWORD3	adept	tpeda	adept		
ROOTWORD3	adolf	floda	adolf		
ROOTWORD3	adrenalin	nilanerda	adrenalin		
ROOTWORD3	advent	tnevda	advent		
ROOTWORD3	aero	orea	aero		
ROOTWORD3	aerobik	kiborea	aerob ik		
ROOTWORD3	afghánský	ýksnáhgfa	afghán sk ý		
ROOTWORD3	agassi	issaga	agassi		
ROOTWORD3	agrární	ínrárga	agr ár n í		
ROOTWORD3	agrofert	treforga	agro fert		
ROOTWORD3	air	ria	air		
ROOTWORD3	ajax	xaja	ajax		
ROOTWORD3	akademie	eimedaka	akadem i e		
ROOTWORD3	akropolis	siloporka	akro pol is		
ROOTWORD3	akutní	íntuka	akut n í		
ROOTWORD3	alan	nala	alan		
ROOTWORD3	albert	trebla	albert		
ROOTWORD3	albrecht	thcerbla	albrecht		
ROOTWORD3	album	mubla	alb um		
ROOTWORD3	alej	jela	alej		
ROOTWORD3	alena	anela	alen a		
ROOTWORD3	aleš	šela	aleš		
ROOTWORD3	alex	xela	alex		
ROOTWORD3	alexander	rednaxela	alexander		
ROOTWORD3	alfréd	dérfla	alfréd		
ROOTWORD3	aliance	ecnaila	alianc e		
ROOTWORD3	allen	nella	allen		
ROOTWORD3	alois	siola	alois		
ROOTWORD3	alonso	osnola	alonso		
ROOTWORD3	alžběta	atěbžla	alžbět a		
ROOTWORD3	ambasáda	adásabma	ambasád a		
ROOTWORD3	ambice	ecibma	ambic e		
ROOTWORD3	ambulance	ecnalubma	ambulanc e		
ROOTWORD3	amfiteátr	rtáetifma	amfi teátr		
ROOTWORD3	amnestie	eitsenma	amnest i e		
ROOTWORD3	andrea	aerdna	andre a		
ROOTWORD3	andreas	saerdna	andreas		
ROOTWORD3	andrej	jerdna	andrej		
ROOTWORD3	andrew	werdna	andrew		
ROOTWORD3	andy	ydna	andy		
ROOTWORD3	aneta	atena	anet a		
ROOTWORD3	anežka	akžena	anežk a		
ROOTWORD3	angela	alegna	angel a		
ROOTWORD3	anička	akčina	an ičk a		
ROOTWORD3	anketa	atekna	anket a		
ROOTWORD3	anna	anna	ann a		
ROOTWORD3	anonym	mynona	ano nym		
ROOTWORD3	antarktida	aditkratna	antarkt id a		
ROOTWORD3	anténa	anétna	antén a		
ROOTWORD3	antonín	nínotna	antonín		
ROOTWORD3	antonio	oinotna	antoni o		
ROOTWORD3	antuka	akutna	antuk a		
ROOTWORD3	aparát	tárapa	a parát		
ROOTWORD3	apartmán	námtrapa	apartmán		
ROOTWORD3	aplaus	sualpa	aplaus		
ROOTWORD3	apple	elppa	apple		
ROOTWORD3	arafat	tafara	arafat		
ROOTWORD3	arbitr	rtibra	arbitr		
ROOTWORD3	archa	ahcra	arch a		
ROOTWORD3	areál	láera	areál		
ROOTWORD3	arena	anera	aren a		
ROOTWORD3	aréna	anéra	arén a		
ROOTWORD3	argentina	anitnegra	argentin a		
ROOTWORD3	árie	eirá	ári e		
ROOTWORD3	arogance	ecnagora	aroganc e		
ROOTWORD3	arsenal	lanesra	arsenal		
ROOTWORD3	art	tra	art		
ROOTWORD3	arthur	ruhtra	arthur		
ROOTWORD3	aš	ša	aš		
ROOTWORD3	aspekt	tkepsa	aspekt		
ROOTWORD3	atak	kata	a tak		
ROOTWORD3	ateliér	réileta	ateliér		
ROOTWORD3	aténa	anéta	atén a		
ROOTWORD3	atentát	tátneta	atentát		
ROOTWORD3	atlanta	atnalta	atlant a		
ROOTWORD3	atlantik	kitnalta	atlant ik		
ROOTWORD3	atlas	salta	atlas		
ROOTWORD3	atletika	akitelta	atlet ik a		
ROOTWORD3	atmosféra	aréfsomta	atmo sfér a		
ROOTWORD3	atrium	muirta	atri um		
ROOTWORD3	audi	idua	audi		
ROOTWORD3	audit	tidua	audit		
ROOTWORD3	augusta	atsugua	august a		
ROOTWORD3	aula	alua	aul a		
ROOTWORD3	autentický	ýkcitnetua	autent ic k ý		
ROOTWORD3	autorita	atirotua	autorit a		
ROOTWORD3	avia	aiva	avia		
ROOTWORD3	azyl	lyza	azyl		
ROOTWORD3	babiš	šibab	babiš		
ROOTWORD3	bad	dab	bad		
ROOTWORD3	bagdád	dádgab	bagdád		
ROOTWORD3	bakov	vokab	bakov		
ROOTWORD3	balada	adalab	balad a		
ROOTWORD3	balet	telab	balet		
ROOTWORD3	balon	nolab	balon		
ROOTWORD3	balvan	navlab	balvan		
ROOTWORD3	banán	nánab	banán		
ROOTWORD3	baník	kínab	baník		
ROOTWORD3	barack	kcarab	barack		
ROOTWORD3	baránek	kenárab	barán ek		
ROOTWORD3	baráž	žárab	baráž		
ROOTWORD3	barbara	arabrab	barbar a		
ROOTWORD3	barbora	arobrab	barbor a		
ROOTWORD3	barcelona	anolecrab	barcelon a		
ROOTWORD3	barel	lerab	barel		
ROOTWORD3	baroš	šorab	baroš		
ROOTWORD3	barrandov	vodnarrab	barrand ov		
ROOTWORD3	bárta	atráb	bárt a		
ROOTWORD3	barták	kátrab	barták		
ROOTWORD3	bartoň	ňotrab	bartoň		
ROOTWORD3	bartoš	šotrab	bartoš		
ROOTWORD3	batoh	hotab	batoh		
ROOTWORD3	bauer	reuab	bauer		
ROOTWORD3	bay	yab	bay		
ROOTWORD3	bayern	nreyab	bayern		
ROOTWORD3	bazaly	ylazab	bazaly	?	
ROOTWORD3	bazar	razab	bazar		
ROOTWORD3	bazilika	akilizab	bazilik a		
ROOTWORD3	beatles	seltaeb	beatle s		
ROOTWORD3	bechyně	ěnyhceb	bechyn ě		
ROOTWORD3	beckham	mahkceb	beck ham		
ROOTWORD3	bečov	vočeb	beč ov	?	
ROOTWORD3	bečva	avčeb	bečv a		
ROOTWORD3	bednář	řándeb	bedn ář		
ROOTWORD3	bedřich	hciřdeb	bedřich		
ROOTWORD3	bělehrad	darhelěb	běl e hrad		
ROOTWORD3	bělorusko	oksurolěb	běl o rus k o		
ROOTWORD3	bém	méb	bém		
ROOTWORD3	benátky	yktáneb	benátk y		
ROOTWORD3	benda	adneb	bend a		
ROOTWORD3	bendl	ldneb	bendl		
ROOTWORD3	beneš	šeneb	beneš		
ROOTWORD3	beránek	kenáreb	berán ek		
ROOTWORD3	berdych	hcydreb	berdych		
ROOTWORD3	berger	regreb	berger		
ROOTWORD3	berka	akreb	berk a		
ROOTWORD3	berlín	nílreb	berlín		
ROOTWORD3	berlusconi	inocsulreb	berlusconi		
ROOTWORD3	bernard	dranreb	bernard		
ROOTWORD3	beroun	nuoreb	beroun		
ROOTWORD3	beseda	adeseb	besed a		
ROOTWORD3	beskydy	ydykseb	beskyd y		
ROOTWORD3	best	tseb	best		
ROOTWORD3	bezděz	zědzeb	bezděz		
ROOTWORD3	bezpečí	íčepzeb	bezpeč í		
ROOTWORD3	bezpečnost	tsončepzeb	bezpeč n ost		
ROOTWORD3	bezruč	čurzeb	bez ruč		
ROOTWORD3	biker	rekib	biker		
ROOTWORD3	bílek	kelíb	bíl ek		
ROOTWORD3	bílina	anilíb	bíl in a		
ROOTWORD3	bílovec	cevolíb	bíl ovec		
ROOTWORD3	bílovice	ecivolíb	bíl ovic e		
ROOTWORD3	biograf	fargoib	bio graf		
ROOTWORD3	biskup	puksib	biskup		
ROOTWORD3	bíteš	šetíb	bíteš		
ROOTWORD3	bizarní	ínrazib	bizar ní		
ROOTWORD3	black	kcalb	black		
ROOTWORD3	bláha	ahálb	bláh a		
ROOTWORD3	blair	rialb	blair		
ROOTWORD3	blanka	aknalb	blan k a		
ROOTWORD3	blansko	oksnalb	blan sk o		
ROOTWORD3	blažek	kežalb	blažek		
ROOTWORD3	bloomberg	grebmoolb	bloom berg		
ROOTWORD3	blovice	ecivolb	blov ic e		
ROOTWORD3	blšany	ynašlb	blšan y		
ROOTWORD3	blues	seulb	blues		
ROOTWORD3	boeing	gnieob	boe ing		
ROOTWORD3	bohdan	nadhob	bohdan		
ROOTWORD3	bohdaneč	čenadhob	bohdaneč		
ROOTWORD3	bohemians	snaimehob	bohemians		
ROOTWORD3	bohemka	akmehob	bohem ka		
ROOTWORD3	bohumín	nímuhob	bohumín		
ROOTWORD3	bohunice	ecinuhob	bohun ic e		
ROOTWORD3	bolek	kelob	bolek		
ROOTWORD3	bonn	nnob	bonn		
ROOTWORD3	bonus	sunob	bonus		
ROOTWORD3	borec	cerob	borec		
ROOTWORD3	boris	sirob	boris		
ROOTWORD3	borůvka	akvůrob	bor ův k a		
ROOTWORD3	bosch	hcsob	bosch		
ROOTWORD3	boskovice	ecivoksob	boskov ic e		
ROOTWORD3	bosna	ansob	bosn a		
ROOTWORD3	boston	notsob	boston		
ROOTWORD3	bouda	aduob	boud a		
ROOTWORD3	božena	anežob	božen a		
ROOTWORD3	brabec	cebarb	brabec		
ROOTWORD3	brad	darb	brad		
ROOTWORD3	branca	acnarb	branca		
ROOTWORD3	brandýs	sýdnarb	brandýs		
ROOTWORD3	bratislava	avalsitarb	bratislav a		
ROOTWORD3	brdy	ydrb	brd y		
ROOTWORD3	břeclav	valceřb	břeclav		
ROOTWORD3	břemeno	onemeřb	břem en o		
ROOTWORD3	břetislav	valsiteřb	břetislav		
ROOTWORD3	březina	anizeřb	břez in a	?	
ROOTWORD3	březnice	ecinzeřb	břez nic e	?	
ROOTWORD3	březno	onzeřb	břez n o	?	
ROOTWORD3	brian	nairb	brian		
ROOTWORD3	brigáda	adágirb	brigád a		
ROOTWORD3	brit	tirb	brit		
ROOTWORD3	brod	dorb	brod		
ROOTWORD3	broumov	vomuorb	broum ov		
ROOTWORD3	brown	nworb	brown		
ROOTWORD3	bruce	ecurb	bruce		
ROOTWORD3	brückner	renkcürb	brückner		
ROOTWORD3	brumov	vomurb	brum ov		
ROOTWORD3	bruntál	látnurb	bruntál		
ROOTWORD3	brusel	lesurb	brusel		
ROOTWORD3	brutální	ínláturb	brutál n í		
ROOTWORD3	buchlovice	ecivolhcub	buchl ov ic e	?	
ROOTWORD3	bučovice	ecivočub	buč ov ic e	?	
ROOTWORD3	budapešť	ťšepadub	budapešť		
ROOTWORD3	budějovice	ecivojědub	buděj ov ic e	?	
ROOTWORD3	bufet	tefub	bufet		
ROOTWORD3	buffalo	olaffub	buffalo		
ROOTWORD3	bukurešť	ťšerukub	bukurešť		
ROOTWORD3	buldok	kodlub	buldok		
ROOTWORD3	bulhar	rahlub	bulhar		
ROOTWORD3	bulovka	akvolub	bulovk a		
ROOTWORD3	bunda	adnub	bund a		
ROOTWORD3	bunkr	rknub	bunkr		
ROOTWORD3	burda	adrub	burd a		
ROOTWORD3	bureš	šerub	bureš		
ROOTWORD3	burian	nairub	burian		
ROOTWORD3	bursík	kísrub	bursík		
ROOTWORD3	bush	hsub	bush		
ROOTWORD3	butik	kitub	butik		
ROOTWORD3	buzková	ávokzub	buzk ov á		
ROOTWORD3	bydžov	voždyb	bydž ov		
ROOTWORD3	bystrc	crtsyb	bystrc		
ROOTWORD3	bystrica	acirtsyb	bystric a		
ROOTWORD3	bystřice	eciřtsyb	bystřic e		
ROOTWORD3	čada	adač	čad a		
ROOTWORD3	café	éfac	café		
ROOTWORD3	calgary	yraglac	calgary		
ROOTWORD3	cameron	noremac	cameron		
ROOTWORD3	cannes	sennac	cannes		
ROOTWORD3	čapek	kepač	čapek		
ROOTWORD3	carl	lrac	carl		
ROOTWORD3	carlo	olrac	carl o		
ROOTWORD3	carlos	solrac	carlos		
ROOTWORD3	carmen	nemrac	carmen		
ROOTWORD3	čáslav	valsáč	čáslav		
ROOTWORD3	castro	ortsac	castro		
ROOTWORD3	čechie	eihceč	čech i e		
ROOTWORD3	čechmánek	kenámhceč	čechmán ek		
ROOTWORD3	čecho	ohceč	čech o		
ROOTWORD3	cédéčko	okčédéc	cé dé čk o		
ROOTWORD3	čelákovice	ecivokáleč	čelák ov ic e		
ROOTWORD3	celer	relec	celer		
ROOTWORD3	celsius	suislec	celsius		
ROOTWORD3	central	lartnec	centr al		
ROOTWORD3	cerekev	vekerec	cerekev		
ROOTWORD3	čermák	kámreč	čermák		
ROOTWORD3	černík	kínreč	čern ík		
ROOTWORD3	červenka	aknevreč	červen k a		
ROOTWORD3	češka	akšeč	češ k a		
ROOTWORD3	československo	oksnevolsokseč	čes k o sloven sk o		
ROOTWORD3	česnek	kenseč	česnek		
ROOTWORD3	čestmír	rímtseč	čest mír		
ROOTWORD3	čez	zeč	čez	???	
ROOTWORD3	chaloupka	akpuolahc	chaloup k a		
ROOTWORD3	charita	atirahc	charit a		
ROOTWORD3	charlie	eilrahc	charlie		
ROOTWORD3	chelsea	aeslehc	chelsea		
ROOTWORD3	chemie	eimehc	chem i e		
ROOTWORD3	chicago	ogacihc	chicag o		
ROOTWORD3	chilli	illihc	chilli		
