ROOTWORD1	aktiv	vitka	aktiv		
ROOTWORD1	aktuální	ínláutka	aktuál n í	?	
ROOTWORD1	alergie	eigrela	alerg i e		
ROOTWORD1	archiv	vihcra	archiv		
ROOTWORD1	asfalt	tlafsa	asfalt		
ROOTWORD1	bagr	rgab	bagr		
ROOTWORD1	baroko	okorab	barok o		
ROOTWORD1	bedna	andeb	bedn a		
ROOTWORD1	běs	sěb	běs		
ROOTWORD1	beton	noteb	beton		
ROOTWORD1	blahý	ýhalb	blah ý		
ROOTWORD1	blbý	ýblb	blb ý		
ROOTWORD1	bleskat	takselb	blesk a t		
ROOTWORD1	blesk	kselb	blesk		
ROOTWORD1	bloknout	tuonkolb	blok nou t		
ROOTWORD1	bob	bob	bob		
ROOTWORD1	bolševik	kivešlob	bolšev ik		
ROOTWORD1	bouře	eřuob	bouř e		
ROOTWORD1	brada	adarb	brad a		
ROOTWORD1	brázda	adzárb	brázd a		
ROOTWORD1	brum	murb	brum		
ROOTWORD1	brusle	elsurb	brusl e		
ROOTWORD1	brzda	adzrb	brzd a		
ROOTWORD1	bylina	anilyb	byl in a	bylin a	
ROOTWORD1	čaloun	nuolač	čaloun		
ROOTWORD1	camp	pmac	camp		
ROOTWORD1	čáry	yráč	čár y		
ROOTWORD1	čech	hceč	čech		
ROOTWORD1	cenzura	aruznec	cenzur a		
ROOTWORD1	čep	peč	čep		
ROOTWORD1	červ	vreč	červ		
ROOTWORD1	céva	avéc	cév a		
ROOTWORD1	chabý	ýbahc	chab ý		
ROOTWORD1	chlór	rólhc	chlór		
ROOTWORD1	chmel	lemhc	chmel		
ROOTWORD1	chorý	ýrohc	chor ý		
ROOTWORD1	chvála	alávhc	chvál a		
ROOTWORD1	cín	níc	cín		
ROOTWORD1	civil	livic	civil		
ROOTWORD1	clona	anolc	clon a		
ROOTWORD1	čtverý	ýrevtč	čtver ý		
ROOTWORD1	cukr	rkuc	cukr		
ROOTWORD1	cval	lavc	cval		
ROOTWORD1	děd	děd	děd		
ROOTWORD1	digitál	látigid	digitál	?	
ROOTWORD1	dík	kíd	dík		
ROOTWORD1	divý	ývid	div ý		
ROOTWORD1	dojit	tijod	doj i t		
ROOTWORD1	dráp	párd	dráp		
ROOTWORD1	dřevo	oveřd	dřev o		
ROOTWORD1	droga	agord	drog a		
