ROOTWORD2	baba	abab	bab a		
ROOTWORD2	báb	báb	báb		
ROOTWORD2	babit	tibab	bab i t		
ROOTWORD2	bača	ačab	bač a		
ROOTWORD2	báč	čáb	báč		
ROOTWORD2	bach	hcab	bach		
ROOTWORD2	back	kcab	back		
ROOTWORD2	báčko	okčáb	báčk o		
ROOTWORD2	baht	thab	baht		
ROOTWORD2	baissa	assiab	baiss a	baissa	
ROOTWORD2	báj	jáb	báj		
ROOTWORD2	bajc	cjab	bajc		
ROOTWORD2	bajle	eljab	bajl e	?	
ROOTWORD2	bal	lab	bal		
ROOTWORD2	balka	aklab	balk a	?	
ROOTWORD2	ball	llab	ball		
ROOTWORD2	balza	azlab	balz a	?	
ROOTWORD2	baňa	aňab	baň a	?	
ROOTWORD2	ban	nab	ban		
ROOTWORD2	bán	náb	bán		
ROOTWORD2	báň	ňáb	báň		
ROOTWORD2	band	dnab	band		
ROOTWORD2	baňka	akňab	baňk a	baň k a	
ROOTWORD2	bantovat	tavotnab	bant ova t		
ROOTWORD2	bar	rab	bar		
ROOTWORD2	bard	drab	bard		
ROOTWORD2	bárd	dráb	bárd		
ROOTWORD2	bardo	odrab	bard o		
ROOTWORD2	bárka	akráb	bárk a		
ROOTWORD2	bark	krab	bark		
ROOTWORD2	barma	amrab	barm a		
ROOTWORD2	bašta	atšab	bašt a		
ROOTWORD2	bast	tsab	bast		
ROOTWORD2	bastlit	tiltsab	bastl i t		
ROOTWORD2	bat	tab	bat		
ROOTWORD2	bath	htab	bath		
ROOTWORD2	battle	elttab	battl e	battle	
ROOTWORD2	batz	ztab	batz		
ROOTWORD2	báza	azáb	báz a		
ROOTWORD2	báze	ezáb	báz e		
ROOTWORD2	beach	hcaeb	beach		
ROOTWORD2	beán	náeb	beán		
ROOTWORD2	beat	taeb	beat		
ROOTWORD2	bebí	íbeb	beb í		
ROOTWORD2	bečka	akčeb	bečk a		
ROOTWORD2	bedla	aldeb	bedl a		
ROOTWORD2	bedra	ardeb	bedr a		
ROOTWORD2	bej	jeb	bej		
ROOTWORD2	békat	takéb	bék a t		
ROOTWORD2	bek	keb	bek		
ROOTWORD2	bela	aleb	bel a		
ROOTWORD2	bel	leb	bel		
ROOTWORD2	benč	čneb	benč		
ROOTWORD2	bér	réb	bér		
ROOTWORD2	berle	elreb	berl e		
ROOTWORD2	berma	amreb	berm a		
ROOTWORD2	betl	lteb	betl		
ROOTWORD2	bévat	tavéb	bév a t		
ROOTWORD2	biák	káib	biák		
ROOTWORD2	bianco	ocnaib	bianc o		
ROOTWORD2	bíbr	rbíb	bíbr		
ROOTWORD2	biena	aneib	bien a		
ROOTWORD2	bika	akib	bik a		
ROOTWORD2	bikla	alkib	bikl a		
ROOTWORD2	bill	llib	bill		
ROOTWORD2	bimbat	tabmib	bimb a t		
ROOTWORD2	bindí	ídnib	bind í		
ROOTWORD2	binknout	tuonknib	bink nou t		
ROOTWORD2	biom	moib	biom		
ROOTWORD2	biondo	odnoib	biond o		
ROOTWORD2	biota	atoib	biot a		
ROOTWORD2	birma	amrib	birm a		
ROOTWORD2	birr	rrib	birr		
ROOTWORD2	biska	aksib	bisk a		
ROOTWORD2	bistro	ortsib	bistr o		
ROOTWORD2	bit	tib	bit		
ROOTWORD2	blaf	falb	blaf		
ROOTWORD2	blána	análb	blán a		
ROOTWORD2	blank	knalb	blank		
ROOTWORD2	blata	atalb	blat a		
ROOTWORD2	blato	otalb	blat o		
ROOTWORD2	blažný	ýnžalb	blažn ý		
ROOTWORD2	blb	blb	blb		
ROOTWORD2	blecha	ahcelb	blech a		
ROOTWORD2	blejzr	rzjelb	blejzr		
ROOTWORD2	blicí	ícilb	blic í	bli c í	
ROOTWORD2	blín	nílb	blín		
ROOTWORD2	blind	dnilb	blind		
ROOTWORD2	blistr	rtsilb	blistr		
ROOTWORD2	blizna	anzilb	blizn a		
ROOTWORD2	bližní	ínžilb	bližn í	bliž n í	
ROOTWORD2	blob	bolb	blob		
ROOTWORD2	bloklý	ýlkolb	blokl ý	blok l ý	
ROOTWORD2	blond	dnolb	blond		
ROOTWORD2	blůza	azůlb	blůz a		
ROOTWORD2	board	draob	board		
ROOTWORD2	bobr	rbob	bobr		
ROOTWORD2	bobře	eřbob	bobř e		
ROOTWORD2	bodrý	ýrdob	bodr ý		
ROOTWORD2	bóje	ejób	bój e		
ROOTWORD2	bojný	ýnjob	bojn ý	boj n ý	
ROOTWORD2	boka	akob	bok a		
ROOTWORD2	bola	alob	bol a		
ROOTWORD2	bom	mob	bom		
ROOTWORD2	bombr	rbmob	bombr		
ROOTWORD2	bona	anob	bon a		
ROOTWORD2	bon	nob	bon		
ROOTWORD2	bond	dnob	bond		
ROOTWORD2	bonzovat	tavoznob	bonz ova t		
ROOTWORD2	book	koob	book		
ROOTWORD2	booknout	tuonkoob	book nou t		
ROOTWORD2	boom	moob	boom		
ROOTWORD2	boost	tsoob	boost		
ROOTWORD2	bootovat	tavotoob	boot ova t		
ROOTWORD2	bop	pob	bop		
ROOTWORD2	bóra	arób	bór a		
ROOTWORD2	borba	abrob	borb a		
ROOTWORD2	bór	rób	bór		
ROOTWORD2	boří	ířob	boř í		
ROOTWORD2	boršč	čšrob	boršč		
ROOTWORD2	borta	atrob	bort a		
ROOTWORD2	bort	trob	bort		
ROOTWORD2	bossa	assob	boss a		
ROOTWORD2	boss	ssob	boss		
ROOTWORD2	braka	akarb	brak a		
ROOTWORD2	brak	karb	brak		
ROOTWORD2	brama	amarb	bram a		
ROOTWORD2	brambrdle	eldrbmarb	brambrdl e		
ROOTWORD2	brand	dnarb	brand		
ROOTWORD2	branže	ežnarb	branž e		
ROOTWORD2	brašna	anšarb	brašn a		
ROOTWORD2	brav	varb	brav		
ROOTWORD2	brbla	albrb	brbl a		
ROOTWORD2	brčál	láčrb	brčál		
ROOTWORD2	brdečka	akčedrb	brdečk a		
ROOTWORD2	brdek	kedrb	brdek		
ROOTWORD2	brdo	odrb	brd o		
ROOTWORD2	break	kaerb	break		
ROOTWORD2	bréca	acérb	bréc a		
ROOTWORD2	břečka	akčeřb	břečk a		
ROOTWORD2	břed	deřb	břed		
ROOTWORD2	břek	keřb	břek		
ROOTWORD2	brept	tperb	brept		
ROOTWORD2	břeskný	ýnkseřb	břeskn ý	třesk n ý	
ROOTWORD2	breve	everb	brev e		
ROOTWORD2	břevno	onveřb	břevn o		
ROOTWORD2	březí	ízeřb	břez í		
ROOTWORD2	brhlík	kílhrb	brhlík		
ROOTWORD2	briard	drairb	briard		
ROOTWORD2	břidla	aldiřb	břidl a		
ROOTWORD2	bridž	ždirb	bridž		
ROOTWORD2	brief	feirb	brief		
ROOTWORD2	břink	kniřb	břink		
ROOTWORD2	brioška	akšoirb	briošk a		
ROOTWORD2	břit	tiřb	břit		
ROOTWORD2	bríza	azírb	bríz a		
ROOTWORD2	bříza	azířb	bříz a		
ROOTWORD2	brk	krb	brk		
ROOTWORD2	brlení	ínelrb	brlen í		
ROOTWORD2	brlina	anilrb	brlin a		
ROOTWORD2	brloh	holrb	brloh		
ROOTWORD2	brnický	ýkcinrb	brnick ý	brni c k ý	
ROOTWORD2	brníř	řínrb	brníř		
ROOTWORD2	brnivý	ývinrb	brniv ý	brn iv ý	
ROOTWORD2	brnkot	toknrb	brnkot	brnk ot	
ROOTWORD2	brok	korb	brok		
ROOTWORD2	bróm	mórb	bróm		
ROOTWORD2	bronz	znorb	bronz		
ROOTWORD2	brož	žorb	brož		
ROOTWORD2	brslen	nelsrb	brslen		
ROOTWORD2	bršlice	ecilšrb	bršlic e		
ROOTWORD2	brůna	anůrb	brůn a		
ROOTWORD2	brva	avrb	brv a		
ROOTWORD2	bryčka	akčyrb	bryčk a		
ROOTWORD2	bryja	ajyrb	bryj a		
ROOTWORD2	brylka	aklyrb	brylk a		
ROOTWORD2	bryndza	azdnyrb	bryndz a		
ROOTWORD2	bryskní	ínksyrb	bryskn í		
ROOTWORD2	brzlík	kílzrb	brzlík		
ROOTWORD2	bůr	růb	bůr		
ROOTWORD2	bůro	orůb	bůr o		
ROOTWORD2	bycha	ahcyb	bych a		
ROOTWORD2	býk	kýb	býk		
ROOTWORD2	byro	oryb	byr o		
ROOTWORD2	bystrý	ýrtsyb	bystr ý		
ROOTWORD2	byte	etyb	byt e		
ROOTWORD2	cab	bac	cab		
ROOTWORD2	čača	ačač	čač a		
ROOTWORD2	čachr	rhcač	čachr		
ROOTWORD2	čachtat	tathcač	čacht a t		
ROOTWORD2	cafnout	tuonfac	caf nou t		
ROOTWORD2	čajka	akjač	čajk a		
